depth	notinrefseq_cds	refseq_cds	gc15_slop50	gc15to20_slop50	gc20to25_slop50	gc25to30_slop50	gc30to55_slop50	gc55to60_slop50	gc60to65_slop50	gc65to70_slop50	gc70to75_slop50	gc75to80_slop50	gc80to85_slop50	gc85_slop50	gclt25orgt65_slop50	gclt30orgt55_slop50	AllHomopolymers_ge7bp_imperfectge11bp_slop5	AllTandemRepeats	AllTandemRepeats_201to10000bp_slop5	AllTandemRepeats_51to200bp_slop5	AllTandemRepeats_ge10001bp_slop5	AllTandemRepeats_ge101bp_slop5	AllTandemRepeats_le50bp_slop5	AllTandemRepeatsandHomopolymers_slop5	SimpleRepeat_diTR_10to49_slop5	SimpleRepeat_diTR_50to149_slop5	SimpleRepeat_diTR_ge150_slop5	SimpleRepeat_homopolymer_4to6_AT_slop5	SimpleRepeat_homopolymer_4to6_GC_slop5	SimpleRepeat_homopolymer_4to6_slop5	SimpleRepeat_homopolymer_7to11_AT_slop5	SimpleRepeat_homopolymer_7to11_GC_slop5	SimpleRepeat_homopolymer_7to11_slop5	SimpleRepeat_homopolymer_ge12_AT_slop5	SimpleRepeat_homopolymer_ge12_GC_slop5	SimpleRepeat_homopolymer_ge12_slop5	SimpleRepeat_homopolymer_ge21_AT_slop5	SimpleRepeat_homopolymer_ge21_GC_slop5	SimpleRepeat_homopolymer_ge21_slop5	SimpleRepeat_imperfecthomopolge11_AT_slop5	SimpleRepeat_imperfecthomopolge11_GC_slop5	SimpleRepeat_imperfecthomopolge11_slop5	SimpleRepeat_imperfecthomopolge21_AT_slop5	SimpleRepeat_imperfecthomopolge21_GC_slop5	SimpleRepeat_imperfecthomopolge21_slop5	SimpleRepeat_quadTR_19to49_slop5	SimpleRepeat_quadTR_50to149_slop5	SimpleRepeat_quadTR_ge150_slop5	SimpleRepeat_triTR_14to49_slop5	SimpleRepeat_triTR_50to149_slop5	SimpleRepeat_triTR_ge150_slop5	notinAllHomopolymers_ge7bp_imperfectge11bp_slop5	notinAllTandemRepeatsandHomopolymers_slop5	notinallTandemRepeats	notinsatellites_slop5	satellites_slop5	lowmappabilityall	nonunique_l100_m2_e1	nonunique_l250_m0_e0	notinlowmappabilityall	KIR	L1H_gt500	LD_discordant_haplotypes_slop5bp	MHC	VDJ	allOtherDifficultregions	collapsed_duplication_FP_regions	contigs_lt500kb	false_duplications_correct_copy	false_duplications_incorrect_copy	gaps_slop15kb	gnomAD_InbreedingCoeff_slop1bp_merge1000bp	population_CNV_FP_regions	notinsegdups	notinsegdups_gt10kb	segdups	segdups_gt10kb	alldifficultregions	alllowmapandsegdupregions	notinalldifficultregions	notinalllowmapandsegdupregions	AllAutosomes	chrX_PAR	chrX_XTR	chrX_ampliconic	chrX_nonPAR	chrY_PAR	chrY_XTR	chrY_ampliconic	chrY_nonPAR
0	164682585.0	1049766.0	734140.0	502337.0	3392799.0	10887921.0	133579858.0	7799199.0	4867411.0	2645740.0	813237.0	367189.0	388417.0	54489.0	8886718.0	32152493.0	2898412.0	71281431.0	6169047.0	1007267.0	63294945.0	69910456.0	810172.0	74179843.0	629745.0	30202.0	1061.0	32405148.0	7772551.0	39505057.0	1671783.0	133619.0	1803608.0	504321.0	5916.0	510209.0	179545.0	314.0	179859.0	1215743.0	195540.0	1410971.0	333998.0	14120.0	348117.0	127490.0	26786.0	1796.0	103652.0	5056.0	1559.0	162833939.0	91552508.0	94450920.0	101973379.0	63758972.0	149235264.0	149220005.0	85878285.0	16497087.0	10065.0	2539052.0	97000.0	237095.0	1203732.0	43341134.0	2857004.0	16981562.0	208200.0	972396.0	7134159.0	4824055.0	5231307.0	91792547.0	93435644.0	73939804.0	72296707.0	157010135.0	152474273.0	8722216.0	13258078.0	132343671.0	231690.0	938755.0	926678.0	9644393.0	2778692.0	3382096.0	9748369.0	23512597.0
1	17762483.0	162733.0	250330.0	108208.0	558436.0	1713787.0	12015241.0	1319296.0	907604.0	597371.0	225221.0	139524.0	143231.0	31054.0	2048638.0	5909975.0	619491.0	2034746.0	1213911.0	269472.0	370400.0	1707047.0	180963.0	2654237.0	249484.0	25815.0	102.0	3533720.0	1399422.0	4827155.0	252807.0	41879.0	294215.0	192067.0	3970.0	195993.0	98353.0	293.0	98646.0	302860.0	82724.0	385374.0	132241.0	10196.0	142420.0	41668.0	14928.0	261.0	27148.0	1835.0	204.0	17305725.0	15270979.0	15890470.0	17541404.0	383812.0	8547929.0	8546752.0	608950.0	9377287.0	5362.0	121794.0	66774.0	18664.0	108676.0	1475479.0	252633.0	490573.0	7499.0	0.0	188344.0	520013.0	385172.0	13713842.0	13942349.0	4211374.0	3982867.0	10928612.0	8936449.0	6996604.0	8988767.0	16461604.0	57303.0	273603.0	8618.0	1374877.0	0.0	6363.0	2315.0	31432.0
2	32083629.0	343066.0	254399.0	201147.0	1197952.0	3810567.0	21483492.0	2651662.0	1445983.0	767555.0	331478.0	214366.0	166842.0	45809.0	3174074.0	10943203.0	1096932.0	2346670.0	1292434.0	463611.0	236190.0	1735574.0	354435.0	3443602.0	353036.0	27013.0	21.0	6548365.0	2384076.0	8735054.0	495392.0	44999.0	539692.0	339906.0	5104.0	344970.0	161669.0	248.0	161917.0	568221.0	102701.0	670597.0	226073.0	11550.0	237623.0	69731.0	25147.0	302.0	46091.0	2816.0	216.0	31329763.0	28983093.0	30080025.0	32171179.0	255516.0	7898109.0	7897557.0	436478.0	24528586.0	7253.0	83918.0	125956.0	24844.0	150990.0	1365138.0	233064.0	409312.0	8110.0	0.0	161126.0	463863.0	339024.0	28238484.0	28525855.0	4188211.0	3900840.0	12745361.0	8629070.0	19681334.0	23797625.0	29662930.0	95728.0	279620.0	14878.0	2654177.0	0.0	2073.0	1374.0	13860.0
3	55249997.0	637101.0	269919.0	319589.0	2187823.0	7085793.0	37075591.0	4712204.0	2307846.0	1067357.0	509079.0	317467.0	206739.0	60343.0	4932680.0	18811507.0	1823191.0	3074695.0	1513847.0	710670.0	240815.0	2065221.0	609363.0	4897886.0	476784.0	25833.0	22.0	11450273.0	3954384.0	15063934.0	879816.0	59718.0	938301.0	542964.0	5866.0	548783.0	240829.0	252.0	241081.0	958413.0	123773.0	1081723.0	354078.0	11744.0	365822.0	110129.0	32679.0	354.0	75293.0	3446.0	123.0	54063907.0	50989212.0	52812403.0	55615333.0	271765.0	7754277.0	7753578.0	336882.0	48132821.0	10145.0	73677.0	215983.0	37908.0	217301.0	1470964.0	238353.0	408888.0	9623.0	0.0	164235.0	441473.0	318550.0	51386763.0	51771818.0	4500335.0	4115280.0	16174376.0	8975788.0	39712722.0	46911310.0	50633941.0	162782.0	291525.0	23805.0	5083278.0	0.0	1049.0	706.0	7097.0
4	84628087.0	1017835.0	295121.0	469107.0	3397893.0	11157629.0	57003268.0	7352847.0	3416377.0	1457118.0	701791.0	427571.0	238658.0	66017.0	7047741.0	28642654.0	2715426.0	4020407.0	1792691.0	1013809.0	293472.0	2520654.0	920435.0	6735833.0	624095.0	25687.0	23.0	17679839.0	5951875.0	23103353.0	1369522.0	74716.0	1442191.0	774403.0	6284.0	780622.0	318824.0	214.0	319038.0	1431133.0	146585.0	1577075.0	491664.0	12178.0	503834.0	156905.0	42553.0	242.0	108110.0	3979.0	138.0	82930496.0	78910089.0	81625515.0	85297754.0	348168.0	7715634.0	7714789.0	268218.0	77930288.0	13116.0	63918.0	322819.0	64159.0	284544.0	1667453.0	251980.0	438842.0	13828.0	0.0	186496.0	437290.0	314689.0	80642989.0	81152817.0	5002933.0	4493105.0	20508142.0	9569178.0	65137780.0	76076744.0	76892834.0	244024.0	301889.0	37275.0	8503282.0	0.0	537.0	976.0	5782.0
5	117847291.0	1446704.0	316261.0	629047.0	4725222.0	15635486.0	79658333.0	10416575.0	4711943.0	1903275.0	903336.0	519846.0	259873.0	65691.0	9317058.0	39635662.0	3709134.0	5081314.0	2098442.0	1316750.0	393041.0	3046286.0	1273081.0	8790448.0	770456.0	25103.0	35.0	24712802.0	8219228.0	32186452.0	1937359.0	92070.0	2026515.0	1013671.0	7029.0	1020622.0	388324.0	232.0	388556.0	1941349.0	166036.0	2106631.0	631916.0	11434.0	643342.0	206864.0	48704.0	205.0	144748.0	5228.0	11.0	115584861.0	110503547.0	114212681.0	118813025.0	480970.0	7765250.0	7764602.0	225088.0	111528745.0	13867.0	56951.0	447788.0	115898.0	318694.0	1948270.0	269525.0	488040.0	19819.0	5.0	217195.0	447529.0	319542.0	113652091.0	114316495.0	5641904.0	4977500.0	25353182.0	10324748.0	93940813.0	108969247.0	106714705.0	308948.0	321911.0	51186.0	12266694.0	0.0	560.0	219.0	3648.0
6	153887227.0	1925445.0	329722.0	775018.0	6106232.0	20521684.0	104333535.0	13811174.0	6145734.0	2391889.0	1071822.0	574996.0	261464.0	60447.0	11565999.0	51479137.0	4759093.0	6218480.0	2408282.0	1626901.0	539684.0	3616781.0	1643613.0	10977573.0	920491.0	24630.0	30.0	32287179.0	10679304.0	41989116.0	2544026.0	110823.0	2651419.0	1249985.0	7349.0	1257241.0	444352.0	215.0	444567.0	2483238.0	181534.0	2663757.0	763788.0	11138.0	774926.0	260424.0	54640.0	156.0	182173.0	4883.0	41.0	151053579.0	144835099.0	149594192.0	155146431.0	666241.0	7770910.0	7770106.0	188867.0	148041762.0	13430.0	53306.0	583474.0	188879.0	332173.0	2293198.0	287580.0	568406.0	27804.0	0.0	256249.0	458220.0	330731.0	149512631.0	150336979.0	6300041.0	5475693.0	30310191.0	11067201.0	125502481.0	144745471.0	140024078.0	350628.0	328481.0	62550.0	15434794.0	0.0	766.0	156.0	3172.0
7	191330550.0	2393636.0	339771.0	933451.0	7532257.0	25619101.0	130203618.0	17304933.0	7607438.0	2816590.0	1179005.0	577921.0	241088.0	49792.0	13664562.0	63520568.0	5805708.0	7301436.0	2674875.0	1901798.0	712620.0	4155329.0	2012143.0	13107144.0	1056640.0	22956.0	0.0	40256343.0	13123575.0	52163327.0	3176904.0	128757.0	3301646.0	1455919.0	6900.0	1462714.0	477355.0	204.0	477559.0	2994913.0	196302.0	3190180.0	872604.0	9566.0	882166.0	308986.0	56978.0	114.0	219475.0	5162.0	14.0	187918478.0	180617042.0	186422750.0	192848889.0	875297.0	7688956.0	7687957.0	162759.0	186035230.0	11825.0	48339.0	733044.0	284515.0	302712.0	2656135.0	306446.0	650979.0	36148.0	0.0	299272.0	468952.0	338834.0	186812369.0	187783996.0	6911817.0	5940190.0	35006982.0	11691304.0	158717204.0	182032882.0	176104004.0	338597.0	322321.0	70779.0	17278335.0	0.0	858.0	17.0	3250.0
8	226257557.0	2788276.0	342445.0	1093057.0	8956797.0	30565475.0	154550674.0	20434040.0	8805431.0	3124200.0	1181779.0	527823.0	208568.0	36854.0	15466906.0	74495159.0	6753838.0	8199496.0	2860314.0	2133881.0	854953.0	4564207.0	2350348.0	14953334.0	1157323.0	20886.0	0.0	47814313.0	15310659.0	61688639.0	3768067.0	139800.0	3903453.0	1619058.0	6402.0	1625401.0	485811.0	91.0	485902.0	3461088.0	199429.0	3659437.0	953237.0	8785.0	962010.0	349824.0	56513.0	91.0	246613.0	4851.0	10.0	222291995.0	214092499.0	220846337.0	227989461.0	1056372.0	7430653.0	7429707.0	141643.0	221615180.0	10403.0	45413.0	873504.0	381940.0	264400.0	2985888.0	321026.0	711526.0	45203.0	0.0	331380.0	482574.0	348274.0	221661505.0	222764099.0	7384328.0	6281734.0	38908687.0	12050945.0	190137146.0	216994888.0	211259187.0	293064.0	298555.0	71793.0	17490556.0	0.0	1101.0	39.0	3026.0
9	252478972.0	3068261.0	341224.0	1212267.0	10087089.0	34578614.0	173003037.0	22658604.0	9567659.0	3217532.0	1105667.0	447406.0	160087.0	27630.0	16594676.0	82544196.0	7451448.0	8772077.0	2933310.0	2286430.0	954687.0	4782770.0	2597650.0	16223525.0	1216161.0	18847.0	0.0	53677897.0	16849837.0	68927051.0	4238445.0	149329.0	4382889.0	1703133.0	5843.0	1708886.0	461515.0	92.0	461607.0	3779921.0	198934.0	3977774.0	982653.0	6637.0	989281.0	378284.0	54987.0	90.0	270644.0	4408.0	11.0	248095785.0	239323708.0	246775156.0	254364607.0	1182626.0	6969341.0	6968457.0	122942.0	248577892.0	9011.0	40203.0	975887.0	465038.0	225763.0	3199073.0	324249.0	738208.0	50369.0	0.0	347541.0	482791.0	351956.0	247986105.0	249173275.0	7561128.0	6373958.0	41229162.0	11980714.0	214318071.0	243566519.0	239178462.0	229217.0	261030.0	70882.0	16136511.0	0.0	1166.0	57.0	3043.0
